RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UEMPMEAN,UEMPLT5,UEMP5TO14,CLAIMSx,PAYEMS,USGOOD,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,AWOTMAN,AWHMAN,AMDMNOx,ISRATIOx,M2SL,M2REAL,BUSLOANS,CONSPI,CPIAPPSL,DPCERA3M086SBEA_L1,RETAILx_L1,INDPRO_L1,IPFPNSS_L1,IPFINAL_L1,IPCONGD_L1,IPDCONGD_L1,IPDMAT_L1,IPMANSICS_L1,CUMFNS_L1,HWI_L1,HWIURATIO_L1,CLAIMSx_L1,ISRATIOx_L1,M2SL_L1,BOGMBASE_L1,BUSLOANS_L1,S&P 500_L1,VIXCLSx_L1,UNRATE
0.0030682583504999528,0.0030118690318232666,0.00364206019020763,-9.68374991749954e-05,0.009064341222215333,0.001137473065217165,0.0070351474118059976,0.007125414057963297,-0.004766121592373995,0.007452916995316361,-0.0070403784715420414,0.023274748412202673,-0.006571942169038003,-0.0073485378974127435,-0.0030038360991997415,0.0011466452927031412,0.0,-0.1472999999999871,62.0,0.025017665000000078,0.001465674179247145,0.0023157450062285534,0.20000000000000107,0.028659075710831594,-0.042689408695050446,0.044765099495435834,0.002443324508224265,0.004325444436984682,0.004202365971078592,0.0043168779387130485,0.005335088053190162,0.002840911001603885,0.001374450070887434,0.0017338143687251062,0.002834056509895433,0.0021054373812319227,0.002856561828185278,-0.0012272951957790212,0.0,40.6,0.045692615668276204,0.010331125999999857,-0.0007314619458904659,0.004066457376468158,0.0018852357824257204,0.0008991640000000078,-4.960305158174805e-06,0.012042519233983029,0.007803395032292215,0.014953525674305634,0.008266585297871387,0.009580224451247066,0.004766121592373995,0.020152057840285398,0.034049518938442436,0.01382239104842009,0.9236999999999966,66.0,0.03073801399999998,0.0021849957513868645,-0.010331125999999857,0.004105607346492235,-0.008016074988236088,0.008724929968512818,0.014949000790516642,11.5465,-0.09999999999999964
-0.0005799841487679203,-0.0007621492978078237,-0.003386043803760952,0.012154516996025322,-0.000330178207915921,-0.024236819405075938,0.0011677277225952132,0.008251447181298666,0.013055608131218754,0.019608712974960252,0.008209825271897397,0.002177494509355782,-0.06117592808552841,-0.10548381261871231,0.004729692365540661,-0.018455834662683746,-0.023254592561449794,-1.788800000000009,6.0,-0.012350391000000072,0.003815319976427034,0.0024949959038575997,-0.5999999999999996,0.04433748991615527,0.08363079907241122,0.019137468389592627,0.0022886924443525913,0.0034366939008467767,-0.004202365971078592,0.004426347157014732,0.006170520255226464,0.0018894667879205684,0.001635180088118915,0.000820232445166269,0.0008410107915715059,0.0006581834375385398,0.0024420036555516944,0.0036773760489978713,-0.10000000000000009,40.3,-0.07937512457356455,0.030993377000000155,-0.002748099076982591,0.0023727149045527085,-0.008698611315494098,0.0014918999999999905,-4.938283797883969e-06,0.00364206019020763,0.009064341222215333,0.001137473065217165,0.0070351474118059976,0.007125414057963297,-0.004766121592373995,0.007452916995316361,-0.0073485378974127435,0.0011466452927031412,-0.1472999999999871,62.0,0.025017665000000078,0.044765099495435834,0.010331125999999857,-0.0007314619458904659,0.0039840690148742475,0.0018852357824257204,-0.008664063901338004,15.50822,0.09999999999999964
-0.005653279366956809,-0.0057548904225628306,0.005997593426508185,-0.052520689814476995,0.006364206307280185,-0.03446383658485663,-0.007026908155409739,-0.0023500069458504136,0.0011812307482701456,-0.028310874440276912,0.011614792871935897,-0.008772330043943732,-0.07897476905626544,-0.12852083104427514,-0.0036919232627430354,-0.04038452970825279,0.016335408219916303,-3.512199999999993,-85.0,-0.031856946,-0.0015623748350481748,-0.0025721010676296174,-0.6000000000000014,0.010006337399725673,0.06113014040500797,0.08688379586582862,-0.008736288530576175,-0.024885933544084082,-0.0006480881626700352,-0.027317189285916754,-0.04864987614710081,0.0029843735336427812,0.0003500481351927931,0.002456668357147862,0.015432463555950626,0.0032115643822141493,0.001624695727001857,0.0009783539975689592,0.10000000000000009,40.4,-0.048423428953647374,0.030993378000000016,0.0003235535292462899,0.0030564480289054785,-0.002805160069945245,0.002232431000000007,-4.916408760102797e-06,-0.003386043803760952,-0.000330178207915921,-0.024236819405075938,0.0011677277225952132,0.008251447181298666,0.013055608131218754,0.019608712974960252,-0.10548381261871231,-0.018455834662683746,-1.788800000000009,6.0,-0.012350391000000072,0.019137468389592627,0.030993377000000155,-0.002748099076982591,0.005907208463868496,-0.008698611315494098,0.038912759236820804,15.508219999999998,0.10000000000000053
0.0007634587478921873,0.0,0.010000716301861168,0.014659574159047395,-0.013156997839013584,-0.0012107874071958236,-0.0047080737721181265,-0.0035375402889323837,-0.00354177958905888,-0.030418425813931727,0.005757196272972109,-0.007749349701700048,-0.0012598737126734427,-0.004003678442634495,0.001316203627038437,-0.0024290836334541765,-0.006967393213229034,-0.4187000000000012,-33.0,-0.03135617599999996,0.0016499124033106938,-0.001141852084501238,0.0,-0.003116238109208247,0.1358871063169813,-0.047045692489108504,0.0017234277990993974,0.00015747618205352865,-0.011082251622818617,0.0034147655981975333,0.005311047005845282,0.0007838833982951599,0.0025923728891221742,-0.0011820869755645447,-0.0065306662714803565,-0.0008383910673881445,0.0024321049686122365,0.007064584801891982,-0.10000000000000009,40.4,0.026886713776086424,-0.01033112600000008,-0.003045166820769829,-0.0013791746841835817,-0.006715014400598296,0.0011386979999999935,-4.894678750311243e-06,0.005997593426508185,0.006364206307280185,-0.03446383658485663,-0.007026908155409739,-0.0023500069458504136,0.0011812307482701456,-0.028310874440276912,-0.12852083104427514,-0.04038452970825279,-3.512199999999993,-85.0,-0.031856946,0.08688379586582862,0.030993378000000016,0.0003235535292462899,-0.011861721466041253,-0.002805160069945245,-0.005707586419364752,15.728460000000002,0.2999999999999998
0.0012713899587479816,0.001169755896448521,-0.006825102327974619,0.0016196427057142415,0.007288017705775474,-0.0072911362942544855,-0.002364437344150261,-0.0047334011594366565,-0.00473788030976019,0.022900123833995867,-0.012707830209212734,-0.007809871431787574,-0.010178470283201513,-0.016176959769032884,-0.018833999411901114,-0.008541361610856946,-0.005846952960826268,-0.8952000000000027,-52.0,-0.02797886200000005,0.004018467035592721,0.002174567678576267,-0.7999999999999989,0.08836293928925532,0.013245226750020933,0.13109044435432438,-0.0013110334692996162,-0.006688283615101653,-0.011537955588822868,-0.006313318352209052,-0.007920385374431405,-0.0040829202447927315,0.001656760395823298,0.00027291335170609443,0.0015515906914185251,0.001803492705580112,0.0028299998673366744,0.0031507539395345674,0.0,40.1,0.018725930022585047,0.01033112600000008,-0.001685942733839596,-0.0041489736490092355,-0.0005588511372334182,0.0011889340000000026,-0.0022099456508026805,0.010000716301861168,-0.013156997839013584,-0.0012107874071958236,-0.0047080737721181265,-0.0035375402889323837,-0.00354177958905888,-0.030418425813931727,-0.004003678442634495,-0.0024290836334541765,-0.4187000000000012,-33.0,-0.03135617599999996,-0.047045692489108504,-0.01033112600000008,-0.003045166820769829,0.001970443987298509,-0.006715014400598296,-0.040366150060514805,15.16938,0.20000000000000018
0.0075592396941619455,0.006669637806359319,-0.0004439793305417439,-0.03671795530470945,-0.02670393076341071,0.006078881103560363,-0.010709701406732997,-0.016745603154133093,-0.02160898542558698,-0.13155636281907324,0.01385580589548896,-0.01580514187048232,0.03887232703633137,0.06445786367399453,0.001691799200085331,0.007326986114867928,0.03795782371576495,0.35139999999999816,64.0,0.006760339000000004,-0.004193549835614263,-0.005886868925653488,0.1999999999999993,-0.002861232281031967,-0.06971183841779194,0.11608568035589428,0.005159275688212617,0.009623296204203768,0.0029796413370952735,0.009324383008552317,0.01342756422730318,0.0036126639464484356,0.002697256525840075,0.0018175214018203434,0.0020776284742334283,0.0017094021256500724,0.0024193560188070506,0.002296212260349151,-0.2999999999999998,39.9,-0.05780586327682258,0.0,0.002695872889776574,0.002076638570754241,0.0034974090044870287,-3.0199000000008525e-05,0.0,-0.006825102327974619,0.007288017705775474,-0.0072911362942544855,-0.002364437344150261,-0.0047334011594366565,-0.00473788030976019,0.022900123833995867,-0.016176959769032884,-0.008541361610856946,-0.8952000000000027,-52.0,-0.02797886200000005,0.13109044435432438,0.01033112600000008,-0.001685942733839596,0.0,-0.0005588511372334182,-0.0008768084735342185,16.6388,0.09999999999999964
0.01019202254431395,0.011387740024480841,-0.001142567091417579,0.04961374637797533,-0.004643795671363193,0.05998197879630052,0.029466443270733222,0.02383732941291905,0.032240858217420953,0.120171851428724,0.003433533667763111,0.01468445012635522,0.10166657766039178,0.1684269368490181,0.024520900323927286,0.06590250802345965,-0.013636988729871291,5.063100000000006,-72.0,0.018993009000000005,0.006704163206739722,0.01248947866882233,0.0,-0.05174581720996496,-0.07136675984211394,-0.2551509818066968,0.010017893219625762,0.016453800725994228,0.010850016024065212,0.01768581711481154,0.029486979812675784,0.0009402915596421479,0.006438131223962529,0.004890871084390014,0.004405376403845196,0.0043874032451185485,0.0032167297540146578,0.01008896378922941,0.20000000000000018,40.3,0.08879461283580525,-0.030993378000000016,0.0003317737505659224,0.0002963109311027168,0.007837661302902532,0.0014172240000000225,0.0,-0.0004439793305417439,-0.02670393076341071,0.006078881103560363,-0.010709701406732997,-0.016745603154133093,-0.02160898542558698,-0.13155636281907324,0.06445786367399453,0.007326986114867928,0.35139999999999816,64.0,0.006760339000000004,0.11608568035589428,0.0,0.002695872889776574,0.003937012959339459,0.0034974090044870287,0.004026968586460455,18.86508,-0.5
0.003225889554065553,0.004660908228458993,0.002790640486763696,0.016963157030497555,0.026605506601530493,0.02591875276565947,0.024097358842436467,0.02902124804037287,0.031233770154750484,0.10383325337613991,0.00456061481820802,0.03632432693710674,0.028480238494278165,0.039055149083098595,0.015240698678556264,0.026971447931098957,-0.01266386396735264,1.993399999999994,426.0,0.12228816700000006,-0.0004639160395178976,9.182174345312433e-05,0.40000000000000036,-0.011532753013547392,-0.07109592168372991,0.015470050879788033,0.0018442023521387796,0.0033919243127940035,-0.012173205102335771,0.007293698360902212,0.010823787886636183,0.002190581379819534,0.0009779670571781196,0.002436494459878702,-0.0014286790910427172,0.004728397187218292,0.0020052142271378415,-0.0073163744656330465,0.2999999999999998,40.6,-0.03901730995792363,-0.01033112600000008,-0.001011055700617547,0.002662854771368295,-0.006756504077678915,-0.00034569500000000697,0.0,-0.001142567091417579,-0.004643795671363193,0.05998197879630052,0.029466443270733222,0.02383732941291905,0.032240858217420953,0.120171851428724,0.1684269368490181,0.06590250802345965,5.063100000000006,-72.0,0.018993009000000005,-0.2551509818066968,-0.030993378000000016,0.0003317737505659224,0.007781871153873965,0.007837661302902532,0.03147563989476598,15.77388,-0.09999999999999964
0.0011474687526478178,0.0009059577182917167,0.004360609810455607,0.01440348097339239,0.0036964537379837736,-0.008936684258679772,-0.00568596468431215,-0.003436072118701894,-0.011454295974262951,-0.013856026584337489,-0.010291419221441167,0.0064669619600636885,-0.013044011847991754,-0.01670363454165713,-0.006145524528709423,-0.007790350553879666,0.010374300285299842,-0.950800000000001,0.0,0.04684147499999991,-0.00018852738416086368,0.004168995172932455,-0.40000000000000036,-0.1351024848565645,-0.010582109330536937,-0.019998800271514128,0.004393914429494217,0.0058318151777907445,0.010536811348206498,0.004959949122920193,0.007400688038639913,0.001405701129558068,0.003587267625567492,0.0031496089028948404,0.0017667517047463832,0.004293895441366047,0.0039984059666950955,0.002284615915849386,-0.20000000000000018,40.3,-0.0033589597520418124,0.020662251999999937,-0.0006718160817626995,-0.000689689174588004,-0.004530665315113591,0.0005467479999999858,0.004405293467916405,0.002790640486763696,0.026605506601530493,0.02591875276565947,0.024097358842436467,0.02902124804037287,0.031233770154750484,0.10383325337613991,0.039055149083098595,0.026971447931098957,1.993399999999994,426.0,0.12228816700000006,0.015470050879788033,-0.01033112600000008,-0.001011055700617547,-0.027374781185766306,-0.006756504077678915,-0.017593758113259916,12.372980000000002,-0.40000000000000036
0.0018768579734596003,0.0009051377017481599,0.014088708663303251,-0.02803969077009505,-0.0011019888970977831,-0.009021482342490117,-0.003427162295421393,-0.0011507673051123213,0.0011510544422783653,-0.019967134044483803,0.009152589246032239,0.002146393570105598,-0.016547985891803396,-0.03208902327209895,0.00043915402315120033,-0.012369730071410068,0.010267778324138277,-1.368700000000004,-86.0,-0.08616523599999992,-0.008008896232311713,-0.014536723789035477,-0.09999999999999964,0.15205204317033694,0.07989390922076556,0.13272250648128825,-0.001082896762609309,-0.011904291639487141,-0.05798725765034973,-0.0036858201361287257,-0.006109671183693877,-0.00015609146991835132,0.004943644068001518,-0.0011686970359754412,0.0015761627460886274,-0.0008967806178965532,0.0027894020875782743,0.023619874396796803,-0.09999999999999964,40.0,-0.011126046016215696,0.030993377000000155,0.0023410805300807525,0.0030507330652964626,0.00180254472416852,0.0008691400000000182,-0.004405293467916405,0.004360609810455607,0.0036964537379837736,-0.008936684258679772,-0.00568596468431215,-0.003436072118701894,-0.011454295974262951,-0.013856026584337489,-0.01670363454165713,-0.007790350553879666,-0.950800000000001,0.0,0.04684147499999991,-0.019998800271514128,0.020662251999999937,-0.0006718160817626995,-0.006279179793702738,-0.004530665315113591,-0.03954473600317421,15.508219999999998,0.6000000000000005
