USWTRADE,USFIRE,CES0600000007,AWHMAN,BUSINVx,M2REAL,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,WPSID61,CPITRNSL,CUSR0000SAC,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DNDGRG3M086SBEA,USWTRADE_L1,CES0600000007_L1,AWHMAN_L1,AMDMUOx_L1,BUSINVx_L1,M2REAL_L1,GS5_L1,GS10_L1,COMPAPFFx_L1,TB3SMFFM_L1,TB6SMFFM_L1,T1YFFM_L1,T5YFFM_L1,T10YFFM_L1,AAAFFM_L1,BAAFFM_L1,CPITRNSL_L1,CUSR0000SAC_L1,CPIULFSL_L1,CUSR0000SA0L2_L1,CUSR0000SA0L5_L1,DNDGRG3M086SBEA_L1,CES0600000007_L2,AWHMAN_L2,HOUSTMW_L2,AMDMUOx_L2,BUSINVx_L2,COMPAPFFx_L2,TB3SMFFM_L2,TB6SMFFM_L2,T1YFFM_L2,T5YFFM_L2,T10YFFM_L2,AAAFFM_L2,BAAFFM_L2,CES0600000007_L3,AWHMAN_L3,AMDMUOx_L3,BUSINVx_L3,COMPAPFFx_L3,TB3SMFFM_L3,TB6SMFFM_L3,T1YFFM_L3,T5YFFM_L3,T10YFFM_L3,AAAFFM_L3,BAAFFM_L3,CPIAUCSL
0.002834056509895433,0.002856561828185278,40.2,40.6,0.009996751048392483,0.004066457376468158,0.03000000000000025,0.08999999999999986,0.08000000000000007,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,-0.006493529310548141,0.0033613477027047978,-0.0030075210639548544,-1.1809094183856672e-05,0.0032520353863776386,0.003372684478639254,0.0023599165065166794,0.003333870704474773,0.004035130275728882,40.3,40.7,-0.003042673203191626,0.005709503285238782,0.00518135874199821,0.22999999999999954,0.1899999999999995,0.66,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,-0.003372684478639254,0.0030075210639548544,-1.1890677114934078e-05,0.0,0.0,-0.001694767446307921,40.2,40.5,5.968707559985366,0.016413723206994746,0.013336544913880033,0.46,-0.01,0.31,0.76,1.16,1.16,1.27,1.9,40.0,40.4,0.0249732636308444,0.0051331887184353775,0.55,0.0,0.33,0.81,1.19,1.19,1.33,2.05,0.0024075678009367607
0.0008410107915715059,0.0024420036555516944,39.9,40.3,0.007706742929924459,0.0023727149045527085,0.0600000000000005,0.009999999999999787,0.040000000000000036,0.51,-0.27,0.35,0.92,1.11,0.93,1.0,1.61,-0.003241493924170502,-1.1260817422975578e-05,0.0,-0.0034305350967889225,-1.0541462207136476e-05,-1.1336775934456256e-05,-0.0007921544745950193,-0.001203852963892249,0.002834056509895433,40.2,40.6,0.0076206794849440485,0.009996751048392483,0.004066457376468158,0.15000000000000036,0.03000000000000025,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,0.0033613477027047978,-0.0030075210639548544,-1.1809094183856672e-05,0.0032520353863776386,0.003372684478639254,0.003333870704474773,40.3,40.7,5.872117789475416,-0.003042673203191626,0.005709503285238782,0.66,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,40.2,40.5,0.016413723206994746,0.013336544913880033,0.46,-0.01,0.31,0.76,1.16,1.16,1.27,1.9,0.001373155038969287
0.015432463555950626,0.001624695727001857,40.0,40.4,0.0016437459965175094,0.0030564480289054785,0.02999999999999936,-0.040000000000000036,0.009999999999999787,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,0.003241493924170502,-0.003350086885281822,0.0,0.0034188067487859186,-0.003241493924170502,-0.0033613477027047978,-0.0006566884244785243,0.0008700543513704417,0.0008410107915715059,39.9,40.3,-0.00799903748851527,0.007706742929924459,0.0023727149045527085,0.08000000000000007,0.0600000000000005,0.51,-0.27,0.35,0.92,1.11,0.93,1.0,1.61,-1.1260817422975578e-05,0.0,-0.0034305350967889225,-1.0541462207136476e-05,-1.1336775934456256e-05,-0.001203852963892249,40.2,40.6,5.8377304471659395,0.0076206794849440485,0.009996751048392483,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,40.3,40.7,-0.003042673203191626,0.005709503285238782,0.66,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,0.0010286302981383777
-0.0065306662714803565,0.0024321049686122365,40.0,40.4,-0.004279372375192381,-0.0013791746841835817,0.25,0.08999999999999986,0.08999999999999986,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,0.0,0.0033389012655149486,0.00598804184462276,-0.0034188067487859186,0.003231020581446753,0.003350086885281822,0.0011701195467974657,0.0007022606458897407,0.015432463555950626,40.0,40.4,-0.0002943772788466248,0.0016437459965175094,0.0030564480289054785,-0.009999999999999787,0.02999999999999936,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,-0.003350086885281822,0.0,0.0034188067487859186,-0.003241493924170502,-0.0033613477027047978,0.0008700543513704417,39.9,40.3,5.916202062607435,-0.00799903748851527,0.007706742929924459,0.51,-0.27,0.35,0.92,1.11,0.93,1.0,1.61,40.2,40.6,0.0076206794849440485,0.009996751048392483,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,0.0023960305832257944
0.0015515906914185251,0.0028299998673366744,39.6,40.1,0.003183841939360832,-0.0041489736490092355,-0.14999999999999947,0.05000000000000071,0.10000000000000053,0.75,0.07,0.55,0.82,0.74,0.55,0.59,1.3,0.0,-1.111117284047225e-05,-0.00598804184462276,0.003407158321614201,-0.003231020581446753,-0.003350086885281822,-0.00020153822556334688,-0.00022336746810758257,-0.0065306662714803565,40.0,40.4,0.015007430339199601,-0.004279372375192381,-0.0013791746841835817,0.33000000000000007,0.25,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,0.0033389012655149486,0.00598804184462276,-0.0034188067487859186,0.003231020581446753,0.003350086885281822,0.0007022606458897407,40.0,40.4,5.857933154483459,-0.0002943772788466248,0.0016437459965175094,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,39.9,40.3,-0.00799903748851527,0.007706742929924459,0.51,-0.27,0.35,0.92,1.11,0.93,1.0,1.61,0.0034129725962399604
0.0020776284742334283,0.0024193560188070506,39.6,39.9,-0.000987004433536498,0.002076638570754241,0.0,-0.010000000000000675,-0.020000000000000462,0.67,0.15,0.54,0.81,0.75,0.53,0.56,1.26,0.003241493924170502,-0.0033277900926744763,0.0,-0.003407158321614201,0.0,0.0,-0.001756119887756924,-0.004065552053837518,0.0015515906914185251,39.6,40.1,0.012946696711100714,0.003183841939360832,-0.0041489736490092355,-0.1800000000000006,-0.14999999999999947,0.75,0.07,0.55,0.82,0.74,0.55,0.59,1.3,-1.111117284047225e-05,-0.00598804184462276,0.003407158321614201,-0.003231020581446753,-0.003350086885281822,-0.00022336746810758257,40.0,40.4,5.8916442118257715,0.015007430339199601,-0.004279372375192381,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,40.0,40.4,-0.0002943772788466248,0.0016437459965175094,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,0.0
0.004405376403845196,0.0032167297540146578,40.0,40.3,0.010803837216705858,0.0002963109311027168,0.16000000000000014,0.020000000000000462,0.020000000000000462,0.89,0.5,0.86,1.15,1.02,0.7,0.59,1.29,-0.003241493924170502,0.0,0.0,0.003395589001138344,0.0032206147000422014,0.0033389012655149486,0.0005181839643051411,0.0018970238756601532,0.0020776284742334283,39.6,39.9,-0.002047125586310372,-0.000987004433536498,0.002076638570754241,0.03000000000000025,0.0,0.67,0.15,0.54,0.81,0.75,0.53,0.56,1.26,-0.0033277900926744763,0.0,-0.003407158321614201,0.0,0.0,-0.004065552053837518,39.6,40.1,5.720311776607412,0.012946696711100714,0.003183841939360832,0.75,0.07,0.55,0.82,0.74,0.55,0.59,1.3,40.0,40.4,0.015007430339199601,-0.004279372375192381,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,0.0020422062917981876
-0.0014286790910427172,0.0020052142271378415,40.1,40.6,0.008538284759076475,0.002662854771368295,0.02999999999999936,0.03000000000000025,0.05999999999999961,0.92,0.36,0.75,1.04,0.93,0.73,0.62,1.35,-0.003241493924170502,-0.0033277900926744763,0.0,-1.1491016898013129e-05,-0.0032206147000422014,-0.006677802531029897,-0.0017506891107079703,-0.001845166153648048,0.004405376403845196,40.0,40.3,-0.00885070818903877,0.010803837216705858,0.0002963109311027168,0.2599999999999998,0.16000000000000014,0.89,0.5,0.86,1.15,1.02,0.7,0.59,1.29,0.0,0.0,0.003395589001138344,0.0032206147000422014,0.0033389012655149486,0.0018970238756601532,39.6,39.9,5.786897381366708,-0.002047125586310372,-0.000987004433536498,0.67,0.15,0.54,0.81,0.75,0.53,0.56,1.26,39.6,40.1,0.012946696711100714,0.003183841939360832,0.75,0.07,0.55,0.82,0.74,0.55,0.59,1.3,-0.0013610073553746993
0.0017667517047463832,0.0039984059666950955,39.7,40.3,0.011130251920576484,-0.000689689174588004,-0.22999999999999954,-0.05000000000000071,0.0,0.69,-0.01,0.33,0.69,0.72,0.52,0.59,1.37,0.006482987848341004,0.0033277900926744763,-0.00298953884836628,-0.0033840979842403307,0.0,0.006677802531029897,0.0016204578237344336,0.0016825397135451503,-0.0014286790910427172,40.1,40.6,-0.028030891471345853,0.008538284759076475,0.002662854771368295,-0.08999999999999986,0.02999999999999936,0.92,0.36,0.75,1.04,0.93,0.73,0.62,1.35,-0.0033277900926744763,0.0,-1.1491016898013129e-05,-0.0032206147000422014,-0.006677802531029897,-0.001845166153648048,40.0,40.3,5.978885764901122,-0.00885070818903877,0.010803837216705858,0.89,0.5,0.86,1.15,1.02,0.7,0.59,1.29,39.6,39.9,-0.002047125586310372,-0.000987004433536498,0.67,0.15,0.54,0.81,0.75,0.53,0.56,1.26,0.0013610073553746993
0.0015761627460886274,0.0027894020875782743,39.5,40.0,0.008161580057509,0.0030507330652964626,-0.2400000000000002,-0.0699999999999994,-0.08999999999999986,0.65,-0.53,-0.23,0.18,0.47,0.41,0.65,1.41,-0.003241493924170502,-0.0033389012655149486,0.00597907769673256,0.0,0.0,-0.0033389012655149486,-0.00045416337681647434,0.0017907021434857562,0.0017667517047463832,39.7,40.3,-0.023230847839094793,0.011130251920576484,-0.000689689174588004,-0.22999999999999954,-0.22999999999999954,0.69,-0.01,0.33,0.69,0.72,0.52,0.59,1.37,0.0033277900926744763,-0.00298953884836628,-0.0033840979842403307,0.0,0.006677802531029897,0.0016825397135451503,40.1,40.6,5.8805329864007,-0.028030891471345853,0.008538284759076475,0.92,0.36,0.75,1.04,0.93,0.73,0.62,1.35,40.0,40.3,-0.00885070818903877,0.010803837216705858,0.89,0.5,0.86,1.15,1.02,0.7,0.59,1.29,0.0
